operating_cash_flow,capital_expenditures,free_cash_flow,net_income,revenue,working_capital_change,dividend_payout,share_buybacks,year,fcf_to_net_income,fcf_margin,total_capital_return,cash_conversion_cycle,fcf_margin_trend_1yr,fcf_trend_4q,fcf_margin_velocity_qoq,fcf_velocity_qoq,ocf_velocity_qoq,fcf_margin_acceleration,symbol,date,company,gross_profit,eps,cost_of_revenue,total_debt,total_equity,total_assets,cash,interest_expense,operating_income,ebitda,current_assets,current_liabilities,inventory,gross_margin,net_margin,operating_margin,eps_to_revenue,cost_efficiency,ocf_to_revenue,ocf_to_revenue_yoy,fcf_to_revenue,capex_intensity,capex_intensity_trend,dio,working_capital_to_revenue,year_x,year_y
28560000000,-2916000000,25644000000,24160000000,94836000000,231000000,0,-19594000000,2023,1.0614238410596026,27.040364418575223,-19594000000,1.678054747142454,0.6705788555496675,1.0,1.246964278588539,-15.136673505857434,-16.012351124834577,-1.430601548172934,AAPL,2023-04-01,Apple,41976000000,1.53,52860000000,109615000000,62158000000,332160000000,24687000000,930000000,28318000000,31216000000,112913000000,120075000000,7482000000,44.261672782487665,25.475557805052933,29.859968788223878,0.016133114007338984,55.73832721751234,30.115146147032775,4.009841187639496,27.040364418575223,3.074781728457548,0.4904358331883194,51.663450624290576,-0.07551984478468092,2023,2023
34005000000,-3787000000,30218000000,29998000000,117154000000,-1497000000,0,-19475000000,2022,1.007333822254817,25.793400139986684,-19475000000,9.602147600594094,-9.837726569440886,1.0,2.677565826761473,45.01391688261829,40.941683590997634,4.622303603363765,AAPL,2022-12-31,Apple,50332000000,1.89,66822000000,111110000000,56727000000,346747000000,20535000000,1003000000,36016000000,38932000000,128777000000,137286000000,6820000000,42.96225480990832,25.60561312460522,30.742441572630895,0.01613261177595302,57.03774519009167,29.02589753657579,-23.399589699551026,25.793400139986684,3.2324973965891046,0.9710104467323135,37.25270120618958,-0.0726308960854943,2022,2022
24127000000,-3289000000,20838000000,20721000000,90146000000,-48000000,0,-24428000000,2022,1.0056464456348633,23.11583431322521,-24428000000,7.13836443103412,2.7499513957587993,0.0,-1.9447377766022917,0.23088023088022602,5.394897780884156,-0.6355243034042388,AAPL,2022-09-24,Apple,38095000000,1.29,52051000000,132480000000,50672000000,352755000000,23646000000,827000000,24894000000,28349000000,135405000000,153982000000,4946000000,42.25922392563175,22.986044860559538,27.615202005635304,0.014310119140061677,57.74077607436825,26.76436003816032,10.449359048566542,23.11583431322521,3.6485257249351055,-0.21783703898044138,34.68309926802559,-0.20607680873250062,2022,2022
22892000000,-2102000000,20790000000,19442000000,82959000000,-3225000000,0,-21865000000,2022,1.0693344306141344,25.060572089827502,-21865000000,-2.9390421774611752,1.7275662200433821,1.0,-1.309213473198053,-18.953687821612352,-18.72470354327913,7.952127673203961,AAPL,2022-06-25,Apple,35885000000,1.2,47074000000,119691000000,58107000000,336309000000,27502000000,719000000,23076000000,26590000000,112292000000,129873000000,5433000000,43.25630733253776,23.43567304331055,27.81615014645789,0.01446497667522511,56.74369266746224,27.59435383743777,6.528804892287243,25.060572089827502,2.533781747610265,-0.036397784280591594,42.126120576114204,-0.21192396243927725,2022,2022
28166000000,-2514000000,25652000000,25010000000,97278000000,-2052000000,0,-22631000000,2022,1.025669732107157,26.369785563025555,-22631000000,-6.8363864388659294,2.1333147646687074,1.0,-9.261341146402014,-41.91517786382266,-40.028957117915084,-24.52658493836317,AAPL,2022-03-26,Apple,42559000000,1.54,54719000000,119981000000,67399000000,350662000000,28098000000,691000000,29979000000,33567000000,118180000000,127508000000,5460000000,43.7498715022924,25.709821336787353,30.817862209338188,0.015830917576430435,56.2501284977076,28.954131458294786,8.161749408276563,26.369785563025555,2.5843458952692284,0.05152753484772443,36.420621721888196,-0.09589012932009293,2022,2022
46966000000,-2803000000,44163000000,34630000000,123945000000,6525000000,0,-20478000000,2021,1.2752815477909327,35.63112670942757,-20478000000,-9.520714833192159,3.987806148403152,1.0,15.265243791961158,160.13429934617426,132.5049504950495,18.232366744278867,AAPL,2021-12-25,Apple,54243000000,2.11,69702000000,122798000000,71932000000,381191000000,37119000000,694000000,41488000000,44632000000,153154000000,147574000000,5876000000,43.76376618661503,27.939812013393038,33.47291137197951,0.017023679858001534,56.23623381338497,37.89261365928436,8.936743120423852,35.63112670942757,2.261486949856791,-0.8792447508942924,30.770135720639296,0.0450199685344306,2021,2021
20200000000,-3223000000,16977000000,20551000000,83360000000,-1790000000,0,-19748000000,2021,0.8260911877767505,20.36588291746641,-19748000000,14.550083973128608,,0.0,-2.967122952317709,-10.65207094363455,-4.238171992035655,-2.0636580237449813,AAPL,2021-09-25,Apple,35174000000,1.25,48186000000,136522000000,63090000000,351002000000,34940000000,672000000,23786000000,26909000000,134836000000,125481000000,6580000000,42.19529750479846,24.65331094049904,28.534069097888676,0.014995201535508637,57.80470249520153,24.232245681381958,,20.36588291746641,3.866362763915547,,49.84227784003652,0.11222408829174664,2021,2021
21094000000,-2093000000,19001000000,21744000000,81434000000,-4697000000,0,-22900000000,2021,0.8738502575423105,23.33300586978412,-22900000000,-5.929894147407708,,,-0.9034649285727276,-12.48618275607959,-12.038697302030776,6.503384834094842,AAPL,2021-06-26,Apple,35255000000,1.31,46179000000,121791000000,64280000000,329840000000,34050000000,665000000,24126000000,27866000000,114423000000,107754000000,5178000000,43.292727853230836,26.701377802883318,29.626445956234498,0.01608664685512194,56.707272146769164,25.90318540167498,,23.33300586978412,2.5701795318908567,,40.92704476060547,0.08189454036397574,2021,2021
23981000000,-2269000000,21712000000,23630000000,89584000000,-3779000000,0,-18548000000,2021,0.9188319932289463,24.236470798356848,-18548000000,-7.627254866940518,,,-7.406849762667569,-38.4283810226016,-38.13430333049558,,AAPL,2021-03-27,Apple,38079000000,1.41,51505000000,121645000000,69178000000,337158000000,38466000000,670000000,27503000000,31478000000,121465000000,106385000000,5219000000,42.50647437042329,26.377478121093052,30.700794784782996,0.01573941775317021,57.493525629576716,26.769289158778353,,24.236470798356848,2.532818360421504,,36.98543830696049,0.1683336310055367,2021,2021
38763000000,-3500000000,35263000000,28755000000,111439000000,5355000000,0,-24775000000,2020,1.2263258563728048,31.643320561024417,-24775000000,-0.8286596254453116,,,,,,,AAPL,2020-12-26,Apple,44328000000,1.7,67111000000,112043000000,66224000000,354054000000,36010000000,638000000,33534000000,36883000000,154106000000,132507000000,4973000000,39.777815665969726,25.803354301456405,30.091799100853382,0.015254982546505263,60.22218433403028,34.7840522617755,,31.643320561024417,3.1407317007510835,,27.04690736242941,0.19381904001292186,2020,2020
