date,symbol,reportedCurrency,cik,filingDate,acceptedDate,fiscalYear,period,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,accountsReceivables,otherReceivables,inventory,prepaids,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,totalPayables,accountPayables,otherPayables,accruedExpenses,shortTermDebt,capitalLeaseObligationsCurrent,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,capitalLeaseObligationsNonCurrent,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,treasuryStock,preferredStock,commonStock,retainedEarnings,additionalPaidInCapital,accumulatedOtherComprehensiveIncomeLoss,otherTotalStockholdersEquity,totalStockholdersEquity,totalEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,symbol_income,reportedCurrency_income,cik_income,filingDate_income,acceptedDate_income,fiscalYear_income,period_income,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,netInterestIncome,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebit,nonOperatingIncomeExcludingInterest,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncomeFromContinuingOperations,netIncomeFromDiscontinuedOperations,otherAdjustmentsToNetIncome,netIncome,netIncomeDeductions,bottomLineNetIncome,eps,epsDiluted,weightedAverageShsOut,weightedAverageShsOutDil,symbol_cashflow,reportedCurrency_cashflow,cik_cashflow,filingDate_cashflow,acceptedDate_cashflow,fiscalYear_cashflow,period_cashflow,netIncome_cashflow,depreciationAndAmortization_cashflow,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables_cashflow,inventory_cashflow,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivities,netCashProvidedByInvestingActivities,netDebtIssuance,longTermNetDebtIssuance,shortTermNetDebtIssuance,netStockIssuance,netCommonStockIssuance,commonStockIssuance,commonStockRepurchased,netPreferredStockIssuance,netDividendsPaid,commonDividendsPaid,preferredDividendsPaid,otherFinancingActivities,netCashProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,incomeTaxesPaid,interestPaid
2014-02-16,COST,USD,0000909832,2014-03-14,2014-03-14 15:58:45,2014,Q2,5130000000,1352000000,6482000000,1244000000,1244000000,0,8267000000,0,641000000,16634000000,14348000000,0,0,0,0,0,584000000,14932000000,0,31566000000,8139000000,7707000000,432000000,3005000000,0,0,432000000,0,2740000000,13884000000,4985000000,0,0,988000000,0,5973000000,0,0,19857000000,0,0,2000000,6899000000,4771000000,-157000000,0,11515000000,11709000000,194000000,31566000000,1352000000,4985000000,-145000000,COST,USD,0000909832,2014-03-14,2014-03-14 15:58:45,2014,Q2,26306000000,23043000000,3263000000,0,0,0,2531000000,5000000,2539000000,25582000000,-9000000,12000000,26000000,240000000,994000000,754000000,-30000000,724000000,4000000,728000000,255000000,473000000,0,0,463000000,0,463000000,1.05,1.05,439776000,442829000,COST,USD,0000909832,2014-03-14,2014-03-14 15:58:45,2014,Q2,473000000,240000000,-6000000,73000000,-60000000,0,1023000000,-1368000000,285000000,-7000000,713000000,-447000000,0,-556000000,952000000,-14000000,-65000000,-26000000,0,-26000000,0,0,0,0,0,-137000000,0,0,-127000000,-153000000,-64000000,431000000,5130000000,4699000000,713000000,-447000000,266000000,211000000,21000000
2013-11-24,COST,USD,0000909832,2013-12-20,2013-12-20 15:21:41,2014,Q1,4699000000,1740000000,6439000000,1145000000,1145000000,0,9337000000,0,552000000,17473000000,14254000000,0,0,0,0,0,592000000,14846000000,0,32319000000,9594000000,9199000000,395000000,2783000000,0,0,395000000,0,2556000000,14933000000,4987000000,0,0,990000000,0,5977000000,0,0,20910000000,0,0,2000000,6571000000,4689000000,-41000000,0,11221000000,11409000000,188000000,32319000000,1740000000,4987000000,288000000,COST,USD,0000909832,2013-12-20,2013-12-20 15:21:41,2014,Q1,25017000000,21824000000,3193000000,0,0,0,2501000000,3000000,2525000000,24349000000,-12000000,18000000,27000000,231000000,917000000,686000000,-18000000,668000000,-9000000,659000000,228000000,431000000,0,0,425000000,0,425000000,0.97,0.96,437970000,442420000,COST,USD,0000909832,2013-12-20,2013-12-20 15:21:41,2014,Q1,431000000,231000000,3000000,112000000,219000000,0,-1420000000,1311000000,328000000,-57000000,939000000,-574000000,0,-809000000,544000000,13000000,-826000000,22000000,0,22000000,0,0,0,-163000000,0,-137000000,-137000000,0,44000000,-71000000,13000000,55000000,4699000000,4644000000,939000000,-574000000,365000000,0,0
2013-08-31,COST,USD,0000909832,2013-10-16,2013-10-16 15:39:54,2013,Q4,4644000000,1480000000,6124000000,1201000000,1201000000,0,7894000000,0,621000000,15840000000,13881000000,63000000,0,63000000,0,0,499000000,14443000000,0,30283000000,8331000000,7872000000,459000000,2747000000,0,0,459000000,204000000,1975000000,13257000000,4998000000,0,0,1016000000,0,6014000000,0,0,19271000000,0,0,2000000,6283000000,4670000000,-122000000,0,10833000000,11012000000,179000000,30283000000,1480000000,4998000000,354000000,COST,USD,0000909832,2013-10-16,2013-10-16 15:39:54,2013,Q4,32487000000,28418000000,4069000000,0,0,0,3098000000,3000000,3115000000,31533000000,-18000000,36000000,36000000,295000000,1285000000,990000000,-36000000,954000000,0,954000000,332000000,622000000,0,0,617000000,0,617000000,1.41,1.4,436752000,441907000,COST,USD,0000909832,2013-10-16,2013-10-16 15:39:54,2013,Q4,622000000,295000000,-8000000,75000000,-418000000,0,-303000000,80000000,-195000000,-3000000,563000000,-704000000,0,-935000000,495000000,9000000,-1135000000,94000000,107000000,-13000000,0,0,0,-1000000,0,-271000000,-271000000,0,5000000,-172000000,-60000000,-804000000,4644000000,5448000000,563000000,-704000000,-141000000,510000000,22000000
2013-05-12,COST,USD,0000909832,2013-06-11,2013-06-11 17:22:05,2013,Q3,5448000000,1062000000,6510000000,1134000000,1134000000,0,7635000000,0,584000000,15863000000,13546000000,0,0,0,0,0,597000000,14143000000,0,30006000000,8220000000,7788000000,432000000,2625000000,0,0,432000000,0,2664000000,13509000000,4887000000,0,0,963000000,0,5850000000,0,0,19359000000,0,0,2000000,5802000000,4587000000,81000000,0,10472000000,10647000000,175000000,30006000000,1062000000,4887000000,-561000000,COST,USD,0000909832,2013-06-11,2013-06-11 17:22:05,2013,Q3,24083000000,21038000000,3045000000,0,0,0,2313000000,6000000,2323000000,23361000000,-10000000,15000000,25000000,651000000,1388000000,737000000,-15000000,722000000,-10000000,712000000,248000000,464000000,0,0,459000000,0,459000000,1.05,1.04,436488000,440780000,COST,USD,0000909832,2013-06-11,2013-06-11 17:22:05,2013,Q3,1439000000,651000000,15000000,210000000,624000000,0,-595000000,638000000,581000000,-65000000,2874000000,-1379000000,0,-1637000000,1890000000,10000000,-1116000000,3592000000,3610000000,-18000000,-36000000,-36000000,0,-36000000,0,-3289000000,-3289000000,0,-51000000,216000000,-54000000,1920000000,5448000000,3528000000,2874000000,-1379000000,1495000000,919000000,95000000
2013-02-17,COST,USD,0000909832,2013-03-20,2013-03-20 15:22:38,2013,Q2,4413000000,1238000000,5651000000,1300000000,1300000000,0,7582000000,0,577000000,15110000000,13386000000,0,0,0,0,0,593000000,13979000000,0,29089000000,7856000000,7441000000,415000000,2771000000,64000000,0,415000000,0,2354000000,13045000000,4806000000,0,0,955000000,0,5761000000,0,0,18806000000,0,0,2000000,5478000000,4521000000,111000000,0,10112000000,10283000000,171000000,29089000000,1238000000,4870000000,457000000,COST,USD,0000909832,2013-03-20,2013-03-20 15:22:38,2013,Q2,24871000000,21766000000,3105000000,0,0,0,2361000000,3000000,2367000000,24133000000,-12000000,26000000,25000000,217000000,981000000,764000000,-26000000,738000000,1000000,739000000,185000000,554000000,0,0,547000000,0,547000000,1.26,1.24,435975000,439812000,COST,USD,0000909832,2013-03-20,2013-03-20 15:22:38,2013,Q2,554000000,217000000,35000000,66000000,-418000000,0,533000000,-1046000000,95000000,-31000000,423000000,-455000000,0,-260000000,695000000,20000000,0,3259000000,3496000000,-237000000,0,0,0,-1000000,0,-120000000,-120000000,0,-3025000000,114000000,-21000000,516000000,4413000000,3897000000,423000000,-455000000,-32000000,-546000000,-62000000
2012-11-25,COST,USD,0000909832,2012-12-21,2012-12-21 16:05:04,2013,Q1,3897000000,1679000000,5576000000,1175000000,1175000000,0,8152000000,0,502000000,15405000000,13251000000,0,0,0,0,0,667000000,13918000000,0,29323000000,9199000000,8825000000,374000000,2605000000,12000000,0,374000000,0,2319000000,14135000000,1366000000,0,0,990000000,0,2356000000,0,0,16491000000,0,0,2000000,8099000000,4391000000,173000000,0,12665000000,12832000000,167000000,29323000000,1679000000,1378000000,-2519000000,COST,USD,0000909832,2012-12-21,2012-12-21 16:05:04,2013,Q1,23715000000,20726000000,2989000000,0,0,0,2332000000,2000000,2350000000,23076000000,-1000000,20000000,13000000,213000000,872000000,659000000,-20000000,639000000,7000000,646000000,225000000,421000000,0,0,416000000,0,416000000,0.96,0.95,433423000,438643000,COST,USD,0000909832,2012-12-21,2012-12-21 16:05:04,2013,Q1,421000000,213000000,-2000000,93000000,409000000,0,-1055000000,1283000000,181000000,-32000000,1102000000,-488000000,0,-856000000,498000000,-9000000,-855000000,247000000,0,247000000,-36000000,-36000000,0,-36000000,0,-120000000,0,0,-90000000,121000000,1000000,369000000,3897000000,3528000000,1102000000,-488000000,614000000,118000000,31000000
2012-08-31,COST,USD,0000909832,2012-10-19,2012-10-19 17:26:26,2012,Q4,3528000000,1326000000,4854000000,1026000000,1026000000,0,7096000000,0,550000000,13526000000,12961000000,66000000,0,66000000,0,0,587000000,13614000000,0,27140000000,7788000000,7303000000,485000000,2493000000,1000000,0,485000000,159000000,1819000000,12260000000,1381000000,0,0,981000000,0,2362000000,0,0,14622000000,0,0,2000000,7834000000,4369000000,156000000,0,12361000000,12518000000,157000000,27140000000,1326000000,1382000000,-2146000000,COST,USD,0000909832,2012-10-19,2012-10-19 17:26:26,2012,Q4,32218000000,28210000000,4008000000,0,0,0,3044000000,5000000,3059000000,31269000000,-1000000,38000000,22000000,292000000,1241000000,987000000,-38000000,949000000,16000000,965000000,343000000,622000000,0,0,609000000,-1000000,608000000,1.3,1.3,431940000,438000000,COST,USD,0000909832,2012-10-19,2012-10-19 17:26:26,2012,Q4,622000000,292000000,4000000,62000000,-233000000,0,-56000000,-56000000,-121000000,-17000000,730000000,-580000000,1000000,-724000000,586000000,-2000000,-719000000,48000000,3000000,45000000,-180000000,-180000000,-345000000,-180000000,0,-237000000,-237000000,0,-901000000,-1270000000,-4000000,-1263000000,3528000000,4791000000,730000000,-580000000,150000000,461000000,1000000
2012-05-06,COST,USD,0000909832,2012-06-06,2012-06-06 16:30:23,2012,Q3,4791000000,1185000000,5976000000,1018000000,1018000000,0,7044000000,0,553000000,14591000000,12596000000,0,0,0,0,0,649000000,13245000000,0,27836000000,7680000000,7302000000,378000000,1765000000,0,0,378000000,0,2921000000,12366000000,1373000000,0,0,914000000,0,2287000000,0,0,14653000000,0,0,2000000,7611000000,4653000000,319000000,0,12585000000,13183000000,598000000,27836000000,1185000000,1373000000,-3418000000,COST,USD,0000909832,2012-06-06,2012-06-06 16:30:23,2012,Q3,22324000000,19543000000,2781000000,0,0,0,2151000000,4000000,2158000000,21701000000,-4000000,18000000,19000000,202000000,843000000,641000000,-18000000,623000000,-1000000,622000000,217000000,405000000,0,0,386000000,0,386000000,0.89,0.88,433791000,439166000,COST,USD,0000909832,2012-06-06,2012-06-06 16:30:23,2012,Q3,405000000,202000000,-10000000,45000000,429000000,0,-107000000,469000000,67000000,12000000,1083000000,-268000000,2000000,-455000000,659000000,-3000000,-65000000,-413000000,-902000000,489000000,-140000000,-140000000,0,-140000000,0,-104000000,-104000000,0,38000000,-619000000,3000000,402000000,4791000000,4389000000,1083000000,-268000000,815000000,858000000,167000000
2012-02-12,COST,USD,0000909832,2012-03-15,2012-03-14 18:00:30,2012,Q2,4389000000,1396000000,5785000000,1092000000,1092000000,0,6934000000,0,549000000,14360000000,12519000000,0,0,0,0,0,632000000,13151000000,0,27511000000,6707000000,6334000000,373000000,1891000000,900000000,0,373000000,1087000000,1824000000,12409000000,1380000000,0,0,903000000,0,2283000000,0,0,14692000000,0,0,2000000,7339000000,4585000000,306000000,0,12232000000,12819000000,587000000,27511000000,1396000000,2280000000,-2109000000,COST,USD,0000909832,2012-03-15,2012-03-14 18:00:30,2012,Q2,22967000000,20139000000,2828000000,0,0,0,2176000000,2000000,2184000000,22323000000,-14000000,10000000,27000000,209000000,863000000,654000000,-10000000,644000000,-17000000,627000000,215000000,412000000,0,0,394000000,0,394000000,0.91,0.9,434535000,439468000,COST,USD,0000909832,2012-03-15,2012-03-14 18:00:30,2012,Q2,412000000,209000000,7000000,58000000,-113000000,0,735000000,-1066000000,218000000,7000000,580000000,-289000000,1000000,-371000000,571000000,-12000000,-100000000,-220000000,51000000,-271000000,-149000000,-149000000,0,-149000000,0,-105000000,-105000000,0,15000000,-459000000,49000000,70000000,4389000000,4319000000,580000000,-289000000,291000000,-511000000,-112000000
2011-11-20,COST,USD,0000909832,2011-12-16,2011-12-16 16:26:37,2012,Q1,4319000000,1596000000,5915000000,982000000,982000000,0,7618000000,0,478000000,14993000000,12381000000,0,0,0,0,0,630000000,13011000000,0,28004000000,7929000000,7576000000,353000000,1749000000,934000000,0,353000000,1033000000,1666000000,13311000000,1330000000,0,0,916000000,0,2246000000,0,0,15557000000,0,0,2000000,7175000000,4527000000,205000000,0,11909000000,12447000000,538000000,28004000000,1596000000,2264000000,-2055000000,COST,USD,0000909832,2011-12-16,2011-12-16 16:26:37,2012,Q1,21628000000,18931000000,2697000000,0,0,0,2145000000,9000000,2154000000,21085000000,-16000000,37000000,27000000,205000000,785000000,580000000,-37000000,543000000,10000000,553000000,225000000,328000000,0,0,320000000,0,320000000,0.74,0.73,434222000,440615000,COST,USD,0000909832,2011-12-16,2011-12-16 16:26:37,2012,Q1,328000000,205000000,-14000000,76000000,97000000,0,-1062000000,991000000,168000000,-28000000,664000000,-343000000,7000000,-498000000,487000000,-5000000,-352000000,272000000,78000000,194000000,-163000000,-163000000,0,-163000000,0,-105000000,-105000000,0,63000000,67000000,-69000000,310000000,4319000000,4009000000,664000000,-343000000,321000000,148000000,56000000
2011-08-31,COST,USD,0000909832,2011-10-14,2011-10-14 17:04:24,2011,Q4,4009000000,1604000000,5613000000,965000000,968000000,0,6638000000,0,490000000,13706000000,12432000000,74000000,0,74000000,0,179000000,370000000,13055000000,0,26761000000,7001000000,6544000000,457000000,2411000000,900000000,0,457000000,141000000,1597000000,12050000000,1253000000,0,0,885000000,0,2138000000,0,0,14188000000,0,0,2000000,7111000000,4516000000,373000000,0,12002000000,12573000000,571000000,26761000000,1604000000,2153000000,-1856000000,COST,USD,0000909832,2011-10-14,2011-10-14 17:04:24,2011,Q4,28178000000,24680000000,3498000000,0,0,0,2712000000,24000000,2736000000,27416000000,-21000000,46000000,36000000,273000000,1035000000,808000000,-46000000,762000000,10000000,772000000,272000000,500000000,0,0,478000000,0,478000000,1.09,1.08,436596000,443518000,COST,USD,0000909832,2011-10-14,2011-10-14 17:04:24,2011,Q4,500000000,273000000,106000000,55000000,2000000,0,-285000000,286000000,1000000,5000000,941000000,-472000000,7000000,-748000000,1277000000,-6000000,58000000,-550000000,0,-550000000,-277000000,-277000000,-247000000,-277000000,0,-210000000,-210000000,0,22000000,-1015000000,-57000000,-73000000,4009000000,4082000000,941000000,-472000000,469000000,283000000,1000000
2011-05-08,COST,USD,0000909832,2011-06-09,2011-06-08 19:40:52,2011,Q3,4082000000,2133000000,6215000000,948000000,948000000,0,6396000000,0,510000000,14069000000,12300000000,0,0,0,0,0,605000000,12905000000,0,26974000000,7176000000,6800000000,376000000,1605000000,901000000,0,0,1004000000,1808000000,12494000000,1247000000,0,0,692000000,0,1939000000,0,0,14433000000,0,0,2000000,6994000000,4483000000,484000000,0,11963000000,12541000000,578000000,26974000000,2133000000,2148000000,-1934000000,COST,USD,0000909832,2011-06-09,2011-06-08 19:40:52,2011,Q3,20623000000,18067000000,2556000000,0,0,0,1991000000,9000000,2000000000,20067000000,-14000000,5000000,27000000,196000000,757000000,561000000,-5000000,556000000,-22000000,534000000,193000000,341000000,0,0,324000000,1000000,325000000,0.74,0.73,436977000,443570000,COST,USD,0000909832,2011-06-09,2011-06-08 19:40:52,2011,Q3,341000000,196000000,-16000000,43000000,255000000,0,-206000000,418000000,43000000,-8000000,811000000,-278000000,0,-644000000,544000000,1000000,-377000000,354000000,0,354000000,-108000000,-108000000,0,-108000000,0,-90000000,-90000000,0,85000000,241000000,52000000,727000000,4082000000,3355000000,811000000,-278000000,533000000,202000000,55000000
2011-02-13,COST,USD,0000909832,2011-03-17,2011-03-17 12:13:54,2011,Q2,3355000000,2024000000,5379000000,1116000000,1116000000,0,6127000000,0,516000000,13138000000,12102000000,0,0,0,0,0,476000000,12578000000,0,25716000000,6333000000,5970000000,363000000,1746000000,1000000,0,0,978000000,1688000000,10746000000,2144000000,0,0,702000000,0,2846000000,0,0,13592000000,0,0,2000000,6863000000,4378000000,340000000,0,11583000000,12124000000,541000000,25716000000,2024000000,2145000000,-1210000000,COST,USD,0000909832,2011-03-17,2011-03-17 12:13:54,2011,Q2,20875000000,18235000000,2640000000,0,0,0,2038000000,6000000,2044000000,20279000000,-15000000,4000000,27000000,195000000,795000000,600000000,-4000000,596000000,-23000000,573000000,204000000,369000000,0,0,348000000,0,348000000,0.8,0.79,436682000,443186000,COST,USD,0000909832,2011-03-17,2011-03-17 12:13:54,2011,Q2,369000000,195000000,-1000000,52000000,118000000,0,761000000,-861000000,218000000,-7000000,726000000,-234000000,166000000,-1165000000,679000000,-170000000,-724000000,-415000000,0,-415000000,-94000000,-94000000,0,-94000000,0,0,0,0,93000000,-416000000,30000000,-384000000,3355000000,3739000000,726000000,-234000000,492000000,175000000,1000000
2010-11-21,COST,USD,0000909832,2010-12-17,2010-12-17 16:49:25,2011,Q1,3739000000,1545000000,5284000000,985000000,985000000,0,6852000000,0,437000000,13558000000,12019000000,0,0,0,0,0,466000000,12485000000,0,26043000000,7548000000,7205000000,343000000,1575000000,24000000,0,343000000,945000000,1410000000,11502000000,2143000000,0,0,691000000,0,2834000000,0,0,14336000000,0,0,2000000,6685000000,4242000000,270000000,0,11199000000,11707000000,508000000,26043000000,1545000000,2167000000,-1572000000,COST,USD,0000909832,2010-12-17,2010-12-17 16:49:25,2011,Q1,19239000000,16757000000,2482000000,0,0,0,1941000000,16000000,1957000000,18714000000,-19000000,5000000,26000000,191000000,721000000,530000000,-5000000,525000000,-21000000,504000000,172000000,332000000,0,0,312000000,0,312000000,0.72,0.71,434099000,441360000,COST,USD,0000909832,2010-12-17,2010-12-17 16:49:25,2011,Q1,332000000,191000000,-5000000,57000000,157000000,0,-912000000,961000000,108000000,-12000000,720000000,-306000000,165000000,-719000000,716000000,7000000,-137000000,71000000,0,71000000,-145000000,-145000000,0,-145000000,0,-89000000,-89000000,0,76000000,-87000000,29000000,525000000,3739000000,3214000000,720000000,-306000000,414000000,82000000,54000000
2010-08-31,COST,USD,0000909832,2010-10-18,2010-10-15 18:40:36,2010,Q4,3214000000,1535000000,4749000000,884000000,886000000,0,5638000000,0,437000000,11708000000,11314000000,71000000,0,71000000,357000000,18000000,347000000,12107000000,0,23815000000,6348000000,5947000000,401000000,1622000000,26000000,0,401000000,98000000,1969000000,10063000000,2141000000,0,0,681000000,0,2822000000,0,0,12885000000,0,0,2000000,6590000000,4115000000,122000000,0,10829000000,10930000000,101000000,23815000000,1892000000,2167000000,-1047000000,COST,USD,0000909832,2010-10-18,2010-10-15 18:40:36,2010,Q4,24125000000,21024000000,3101000000,0,0,0,2401000000,12000000,2413000000,23437000000,-26000000,30000000,34000000,246000000,934000000,718000000,-30000000,688000000,-4000000,684000000,247000000,437000000,0,0,432000000,1000000,433000000,0.99,0.97,437071000,444289000,COST,USD,0000909832,2010-10-18,2010-10-15 18:40:36,2010,Q4,437000000,246000000,7000000,51000000,-124000000,0,-93000000,13000000,-44000000,-6000000,611000000,-411000000,1000000,-1472000000,789000000,-10000000,-1103000000,-118000000,-1000000,-117000000,-435000000,-435000000,-122000000,-435000000,0,-180000000,-180000000,0,26000000,-707000000,0,-1199000000,3214000000,4413000000,611000000,-411000000,200000000,-983000000,-220000000
2010-05-09,COST,USD,0000909832,2010-06-10,2010-06-10 14:48:48,2010,Q3,4413000000,854000000,5267000000,818000000,818000000,0,5546000000,0,426000000,12057000000,11058000000,0,0,0,0,0,784000000,11842000000,0,23899000000,6324000000,5975000000,349000000,1437000000,30000000,0,0,921000000,1477000000,10189000000,2132000000,0,0,606000000,0,2738000000,0,0,12927000000,0,0,2000000,6614000000,4107000000,151000000,0,10874000000,10972000000,98000000,23899000000,854000000,2162000000,-2251000000,COST,USD,0000909832,2010-06-10,2010-06-10 14:48:48,2010,Q3,17780000000,15494000000,2286000000,0,0,0,1789000000,6000000,1795000000,17289000000,-23000000,10000000,27000000,180000000,681000000,501000000,-10000000,491000000,-17000000,474000000,163000000,311000000,0,0,306000000,0,306000000,0.69,0.68,440973000,448391000,COST,USD,0000909832,2010-06-10,2010-06-10 14:48:48,2010,Q3,311000000,180000000,3000000,39000000,286000000,0,-183000000,328000000,141000000,-10000000,809000000,-138000000,0,-593000000,324000000,1000000,-406000000,-19000000,-44000000,25000000,-110000000,-110000000,0,-110000000,0,-79000000,-79000000,0,85000000,-123000000,-1000000,279000000,4413000000,4134000000,809000000,-138000000,671000000,52000000,57000000
2010-02-14,COST,USD,0000909832,2010-03-17,2010-03-17 13:53:28,2010,Q2,4134000000,585000000,4719000000,951000000,951000000,0,5365000000,0,466000000,11501000000,11105000000,0,0,0,0,0,760000000,11865000000,0,23366000000,5943000000,5598000000,345000000,1569000000,91000000,0,345000000,912000000,1350000000,9865000000,2134000000,0,0,624000000,0,2758000000,0,0,12623000000,0,0,2000000,6495000000,4009000000,145000000,0,10651000000,10743000000,92000000,23366000000,585000000,2225000000,-1909000000,COST,USD,0000909832,2010-03-17,2010-03-17 13:53:28,2010,Q2,18742000000,16396000000,2346000000,0,0,0,1873000000,3000000,1876000000,18272000000,-22000000,30000000,26000000,185000000,685000000,500000000,-30000000,470000000,4000000,474000000,169000000,305000000,0,0,299000000,0,299000000,0.68,0.67,439786000,446918000,COST,USD,0000909832,2010-03-17,2010-03-17 13:53:28,2010,Q2,305000000,185000000,-1000000,48000000,90000000,0,858000000,-767000000,-1000000,-18000000,609000000,-193000000,1000000,-294000000,282000000,-6000000,-210000000,72000000,-4000000,76000000,-6000000,-6000000,0,-6000000,0,0,0,0,50000000,116000000,2000000,517000000,4134000000,3617000000,609000000,-193000000,416000000,253000000,0
2009-11-22,COST,USD,0000909832,2009-12-18,2009-12-18 12:50:27,2010,Q1,3617000000,572000000,4189000000,849000000,849000000,0,6223000000,0,366000000,11627000000,11115000000,0,0,0,0,0,736000000,11851000000,0,23478000000,6643000000,6317000000,326000000,1450000000,80000000,0,326000000,883000000,1229000000,10285000000,2135000000,0,0,627000000,0,2762000000,0,0,13047000000,0,0,2000000,6288000000,3905000000,150000000,0,10345000000,10431000000,86000000,23478000000,572000000,2215000000,-1402000000,COST,USD,0000909832,2009-12-18,2009-12-18 12:50:27,2010,Q1,17299000000,15081000000,2218000000,0,0,0,1777000000,13000000,1790000000,16871000000,-17000000,7000000,24000000,184000000,630000000,446000000,-18000000,428000000,-6000000,422000000,152000000,270000000,0,0,266000000,0,266000000,0.61,0.6,437173000,444849000,COST,USD,0000909832,2009-12-18,2009-12-18 12:50:27,2010,Q1,270000000,184000000,-2000000,52000000,263000000,0,-795000000,871000000,187000000,-16000000,751000000,-313000000,1000000,-334000000,342000000,8000000,-296000000,-6000000,-35000000,29000000,0,0,0,0,0,-79000000,-79000000,0,80000000,-5000000,10000000,460000000,3617000000,3157000000,751000000,-313000000,438000000,41000000,53000000
2009-08-31,COST,USD,0000909832,2009-10-16,2009-10-16 12:41:07,2009,Q4,3157000000,570000000,3727000000,834000000,837000000,0,5405000000,0,371000000,10337000000,10900000000,71000000,0,71000000,322000000,0,349000000,11642000000,0,21979000000,5806000000,5450000000,356000000,1469000000,96000000,0,356000000,65000000,1845000000,9281000000,2130000000,0,0,464000000,0,2594000000,0,0,11875000000,0,0,2000000,6101000000,3811000000,110000000,0,10024000000,10104000000,80000000,21979000000,892000000,2226000000,-931000000,COST,USD,0000909832,2009-10-16,2009-10-16 12:41:07,2009,Q4,22378000000,19512000000,2866000000,0,0,0,2266000000,0,2266000000,21778000000,-5000000,28000000,33000000,241000000,839000000,613000000,-15000000,598000000,-18000000,580000000,206000000,374000000,0,0,374000000,0,374000000,0.85,0.85,435674000,442000000,COST,USD,0000909832,2009-10-16,2009-10-16 12:41:07,2009,Q4,374000000,241000000,68000000,49000000,-133000000,0,-48000000,-8000000,-77000000,-15000000,584000000,-353000000,2000000,-421000000,455000000,-6000000,-323000000,-31000000,-2000000,-29000000,0,0,0,0,0,-157000000,-157000000,0,-26000000,-214000000,27000000,74000000,3157000000,3083000000,584000000,-353000000,231000000,249000000,-2000000
2009-05-10,COST,USD,0000909832,2009-06-12,2009-06-12 14:35:06,2009,Q3,3083000000,585000000,3668000000,747000000,747000000,0,5277000000,0,395000000,10087000000,10498000000,0,0,0,0,0,719000000,11217000000,0,21304000000,5370000000,5370000000,0,1607000000,92000000,0,0,842000000,1348000000,9259000000,2145000000,0,0,336000000,0,2481000000,0,0,11740000000,0,0,2000000,5806000000,3722000000,-57000000,0,9473000000,9564000000,91000000,21304000000,585000000,2237000000,-846000000,COST,USD,0000909832,2009-06-12,2009-06-12 14:35:06,2009,Q3,15806000000,13776000000,2030000000,0,0,0,1664000000,0,1664000000,15440000000,-22000000,3000000,25000000,171000000,536000000,365000000,-6000000,359000000,-19000000,338000000,128000000,212000000,0,0,210000000,0,210000000,0.48,0.48,434354000,439997000,COST,USD,0000909832,2009-06-12,2009-06-12 14:35:06,2009,Q3,210000000,171000000,9000000,43000000,243000000,0,-226000000,270000000,469000000,-74000000,686000000,-226000000,1000000,-390000000,395000000,1000000,-219000000,-57000000,-2000000,-55000000,-2000000,-2000000,0,-2000000,0,-70000000,-70000000,0,20000000,-102000000,13000000,378000000,3083000000,2705000000,686000000,-226000000,460000000,492000000,158000000
