date,symbol,reportedCurrency,cik,filingDate,acceptedDate,fiscalYear,period,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,accountsReceivables,otherReceivables,inventory,prepaids,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,totalPayables,accountPayables,otherPayables,accruedExpenses,shortTermDebt,capitalLeaseObligationsCurrent,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,capitalLeaseObligationsNonCurrent,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,treasuryStock,preferredStock,commonStock,retainedEarnings,additionalPaidInCapital,accumulatedOtherComprehensiveIncomeLoss,otherTotalStockholdersEquity,totalStockholdersEquity,totalEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,symbol_income,reportedCurrency_income,cik_income,filingDate_income,acceptedDate_income,fiscalYear_income,period_income,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,netInterestIncome,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebit,nonOperatingIncomeExcludingInterest,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncomeFromContinuingOperations,netIncomeFromDiscontinuedOperations,otherAdjustmentsToNetIncome,netIncome,netIncomeDeductions,bottomLineNetIncome,eps,epsDiluted,weightedAverageShsOut,weightedAverageShsOutDil,symbol_cashflow,reportedCurrency_cashflow,cik_cashflow,filingDate_cashflow,acceptedDate_cashflow,fiscalYear_cashflow,period_cashflow,netIncome_cashflow,depreciationAndAmortization_cashflow,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables_cashflow,inventory_cashflow,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivities,netCashProvidedByInvestingActivities,netDebtIssuance,longTermNetDebtIssuance,shortTermNetDebtIssuance,netStockIssuance,netCommonStockIssuance,commonStockIssuance,commonStockRepurchased,netPreferredStockIssuance,netDividendsPaid,commonDividendsPaid,preferredDividendsPaid,otherFinancingActivities,netCashProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,incomeTaxesPaid,interestPaid
2010-09-30,AXP,USD,0000004962,2010-11-03,2010-11-03 17:22:14,2010,Q3,21341000000,0,21341000000,38032000000,38032000000,0,0,0,0,59373000000,2799000000,0,0,0,74795000000,0,9089000000,86683000000,0,146056000000,10510000000,10510000000,0,0,1919000000,0,0,0,28365000000,40794000000,68828000000,0,0,0,20514000000,89342000000,0,0,130136000000,0,0,240000000,4582000000,11715000000,-617000000,0,15920000000,15920000000,0,146056000000,74795000000,70747000000,49406000000,AXP,USD,0000004962,2010-11-03,2010-11-03 17:22:14,2010,Q3,7583000000,983000000,6600000000,0,1354000000,2275000000,3629000000,1331000000,4960000000,5943000000,1184000000,1794000000,610000000,248000000,1888000000,1640000000,0,1640000000,0,1640000000,547000000,1093000000,0,0,1093000000,-13000000,1093000000,0.91,0.9,1193000000,1199000000,AXP,USD,0000004962,2010-11-03,2010-11-03 17:22:14,2010,Q3,1093000000,248000000,36000000,54000000,976000000,0,0,1927000000,-951000000,373000000,2777000000,-263000000,-302000000,-2143000000,2479000000,42000000,-187000000,-1898000000,-1326000000,-572000000,80000000,80000000,80000000,0,0,-217000000,-217000000,0,-13000000,-2048000000,112000000,654000000,21341000000,20687000000,2777000000,-263000000,2514000000,0,0
2010-06-30,AXP,USD,0000004962,2010-08-05,2010-08-04 21:45:58,2010,Q2,20687000000,0,20687000000,37046000000,37046000000,0,0,0,0,57733000000,2714000000,0,0,0,75033000000,0,8283000000,86030000000,0,143763000000,9503000000,9503000000,0,0,2609000000,0,0,0,28352000000,40464000000,69345000000,0,0,0,19441000000,88786000000,0,0,129250000000,0,0,239000000,3724000000,11586000000,-1036000000,0,14513000000,14513000000,0,143763000000,75033000000,71954000000,51267000000,AXP,USD,0000004962,2010-08-05,2010-08-04 21:45:58,2010,Q2,7415000000,1262000000,6153000000,0,1315000000,2143000000,3458000000,1100000000,4558000000,5820000000,1188000000,1798000000,610000000,220000000,1815000000,1595000000,0,1595000000,0,1595000000,578000000,1017000000,0,0,1017000000,-13000000,1017000000,0.84,0.84,1185000000,1197000000,AXP,USD,0000004962,2010-08-05,2010-08-04 21:45:58,2010,Q2,1017000000,220000000,550000000,67000000,880000000,0,0,915000000,-35000000,652000000,3374000000,-176000000,-2701000000,-2618000000,3641000000,-774000000,-2628000000,-2378000000,-3055000000,677000000,174000000,174000000,174000000,0,0,-217000000,-217000000,0,245000000,-2176000000,-38000000,-411000000,20687000000,21098000000,3374000000,-176000000,3198000000,0,0
2010-03-31,AXP,USD,0000004962,2010-05-05,2010-05-05 17:06:53,2010,Q1,21098000000,0,21098000000,35924000000,35924000000,0,0,0,0,57022000000,2731000000,0,0,0,76403000000,0,7158000000,86292000000,0,143314000000,9195000000,9195000000,0,0,1931000000,0,0,0,28120000000,39246000000,72293000000,0,0,0,18350000000,90643000000,0,0,129889000000,0,0,238000000,2925000000,11302000000,-1040000000,0,13425000000,13425000000,0,143314000000,76403000000,74224000000,53126000000,AXP,USD,0000004962,2010-05-05,2010-05-05 17:06:53,2010,Q1,7158000000,1541000000,5617000000,0,1327000000,1987000000,3314000000,1051000000,4365000000,5906000000,1307000000,1905000000,598000000,221000000,1473000000,1252000000,0,1252000000,0,1252000000,367000000,885000000,0,0,885000000,0,873000000,0.74,0.73,1185000000,1191000000,AXP,USD,0000004962,2010-05-05,2010-05-05 17:06:53,2010,Q1,885000000,221000000,149000000,64000000,-1173000000,0,0,-971000000,-202000000,943000000,1076000000,-153000000,-254000000,-2293000000,4637000000,6176000000,8113000000,-5389000000,-5010000000,-379000000,121000000,121000000,121000000,0,0,-216000000,-216000000,0,1823000000,-3661000000,28000000,5556000000,21098000000,15542000000,1076000000,-153000000,923000000,0,0
2009-12-31,AXP,USD,0000004962,2010-02-26,2010-02-25 20:48:03,2009,Q4,16599000000,4064000000,20663000000,5726000000,719000000,5007000000,0,2114000000,0,28503000000,2782000000,2328000000,717000000,3045000000,92185000000,2979000000,-4349000000,96642000000,0,125145000000,9063000000,9063000000,0,1309000000,2344000000,0,0,0,32264000000,44980000000,52251000000,87000000,1034000000,0,12387000000,65759000000,0,87000000,110739000000,0,0,237000000,3737000000,11144000000,-712000000,0,14406000000,14406000000,0,125145000000,96249000000,54682000000,38083000000,AXP,USD,0000004962,2010-02-26,2010-02-25 20:48:03,2009,Q4,6840000000,1120000000,5720000000,0,1196000000,2034000000,3230000000,1529000000,4759000000,5879000000,710000000,1272000000,562000000,293000000,1254000000,961000000,0,961000000,0,961000000,251000000,710000000,6000000,0,716000000,328000000,707000000,0.6,0.6,1185000000,1191000000,AXP,USD,0000004962,2010-02-26,2010-02-25 20:48:03,2009,Q4,710000000,293000000,-6000000,44000000,-334000000,0,0,0,0,85000000,792000000,-281000000,0,-1226000000,442000000,-4785000000,-5850000000,-411000000,-561000000,150000000,83000000,83000000,83000000,0,0,-215000000,-215000000,0,2492000000,1949000000,3000000,-3106000000,15542000000,18648000000,792000000,-281000000,511000000,0,0
2009-09-30,AXP,USD,0000004962,2009-10-30,2009-10-30 16:27:04,2009,Q3,8060000000,10588000000,18648000000,34795000000,34795000000,0,0,0,0,53443000000,2759000000,0,0,0,55814000000,0,8429000000,67002000000,0,120445000000,8780000000,8780000000,0,0,7948000000,0,0,0,23863000000,40591000000,52850000000,0,0,0,13061000000,65911000000,0,0,106502000000,0,0,237000000,3247000000,11015000000,-556000000,0,13943000000,13943000000,0,120445000000,66402000000,60798000000,52738000000,AXP,USD,0000004962,2009-10-30,2009-10-30 16:27:04,2009,Q3,6559000000,1721000000,4838000000,0,2481000000,504000000,2985000000,935000000,3920000000,5641000000,754000000,1297000000,543000000,209000000,1127000000,918000000,0,918000000,0,918000000,276000000,642000000,-2000000,0,640000000,0,632000000,0.54,0.53,1178000000,1181000000,AXP,USD,0000004962,2009-10-30,2009-10-30 16:27:04,2009,Q3,642000000,209000000,-36000000,37000000,149000000,0,0,364000000,0,1435000000,2436000000,-157000000,0,-2470000000,2120000000,-923000000,-1430000000,-1242000000,-1237000000,-5000000,0,0,0,0,0,-215000000,-215000000,0,3498000000,2041000000,-16000000,3031000000,18648000000,15617000000,2436000000,-157000000,2279000000,0,0
2009-06-30,AXP,USD,0000004962,2009-08-03,2009-08-03 16:29:37,2009,Q2,6717000000,8898000000,15615000000,34641000000,34641000000,0,0,0,0,50256000000,2763000000,0,0,0,55375000000,0,8641000000,66779000000,0,117035000000,8286000000,8286000000,0,0,8166000000,0,0,0,20128000000,36580000000,53516000000,0,0,0,13519000000,67035000000,0,0,103615000000,0,0,239000000,2931000000,11155000000,-905000000,0,13420000000,13420000000,0,117035000000,64273000000,61682000000,54965000000,AXP,USD,0000004962,2009-08-03,2009-08-03 16:29:37,2009,Q2,6639000000,2131000000,4508000000,0,2636000000,74000000,2988000000,1102000000,4090000000,6221000000,741000000,1288000000,547000000,376000000,794000000,418000000,0,418000000,0,418000000,76000000,342000000,-5000000,0,337000000,0,102000000,0.09,0.09,1162000000,1165000000,AXP,USD,0000004962,2009-08-03,2009-08-03 16:29:37,2009,Q2,342000000,376000000,-1012000000,68000000,612000000,0,0,953000000,0,1582000000,1968000000,-246000000,0,-3984000000,2373000000,781000000,-1076000000,-5109000000,-4431000000,-678000000,-2858000000,531000000,0,0,-3389000000,-268000000,-268000000,0,2103000000,-6132000000,47000000,-5193000000,15617000000,20810000000,1968000000,-246000000,1722000000,0,0
2009-03-31,AXP,USD,0000004962,2009-05-01,2009-05-01 14:19:01,2009,Q1,7250000000,13547000000,20797000000,32341000000,32341000000,0,0,0,0,53138000000,2854000000,0,0,0,55783000000,0,9408000000,68045000000,0,121183000000,8070000000,8070000000,0,0,8784000000,0,0,0,18101000000,34955000000,57620000000,0,0,0,12828000000,70448000000,0,0,105403000000,0,3168000000,235000000,3044000000,10586000000,-1253000000,0,15780000000,15780000000,0,121183000000,69330000000,66404000000,59154000000,AXP,USD,0000004962,2009-05-01,2009-05-01 14:19:01,2009,Q1,6481000000,2358000000,4123000000,0,1253000000,1302000000,2555000000,1024000000,3579000000,5937000000,919000000,1474000000,555000000,192000000,736000000,544000000,0,544000000,0,544000000,101000000,443000000,-6000000,0,437000000,0,361000000,0.31,0.31,1156000000,1156000000,AXP,USD,0000004962,2009-05-01,2009-05-01 14:19:01,2009,Q1,443000000,192000000,-375000000,53000000,-1103000000,0,0,-2304000000,1201000000,1978000000,1188000000,-88000000,0,-6039000000,895000000,6836000000,1604000000,-8312000000,-2271000000,-6041000000,3389000000,0,0,0,3389000000,-226000000,-226000000,0,2644000000,-2505000000,-27000000,260000000,20810000000,20550000000,1188000000,-88000000,1100000000,0,0
2008-12-31,AXP,USD,0000004962,2009-02-27,2009-02-27 16:25:14,2008,Q4,20547000000,12419000000,32966000000,5200000000,807000000,4393000000,0,1712000000,0,39878000000,2948000000,2301000000,717000000,3018000000,90741000000,3470000000,-13981000000,86196000000,0,126074000000,8428000000,8428000000,0,1255000000,8993000000,0,0,0,21919000000,40595000000,59952000000,89000000,1041000000,0,12556000000,73638000000,0,89000000,114233000000,0,0,232000000,2719000000,10496000000,-1606000000,0,11841000000,11841000000,0,126074000000,103160000000,69034000000,48487000000,AXP,USD,0000004962,2009-02-27,2009-02-27 16:25:14,2008,Q4,7443000000,2091000000,5352000000,0,1660000000,1752000000,3412000000,1672000000,5084000000,7175000000,1418000000,2355000000,937000000,174000000,442000000,268000000,0,268000000,0,268000000,-38000000,306000000,-66000000,0,240000000,0,240000000,0.21,0.21,1154000000,1156000000,AXP,USD,0000004962,2009-02-27,2009-02-27 16:25:14,2008,Q4,412000000,174000000,805000000,0,-3110000000,0,0,0,0,1797000000,-94000000,-359000000,28000000,-5133000000,5296000000,4833000000,4665000000,-2677000000,4147000000,-6824000000,-3000000,-3000000,0,0,0,-209000000,-209000000,0,3014000000,125000000,-44000000,4652000000,20550000000,15898000000,-94000000,-359000000,-453000000,0,0
2008-09-30,AXP,USD,0000004962,2008-10-31,2008-10-31 06:04:52,2008,Q3,15556000000,0,15556000000,40707000000,40707000000,0,0,0,0,56263000000,2839000000,0,0,0,60032000000,0,8084000000,70955000000,0,127218000000,0,0,0,0,13902000000,0,0,0,11866000000,25768000000,57797000000,0,0,0,31134000000,88931000000,0,0,114699000000,0,0,232000000,2694000000,10459000000,-866000000,0,12519000000,12519000000,0,127218000000,60032000000,71699000000,56143000000,AXP,USD,0000004962,2008-10-31,2008-10-31 06:04:52,2008,Q3,8048000000,2243000000,5805000000,0,1465000000,1929000000,3394000000,1333000000,4727000000,6970000000,950000000,1834000000,884000000,179000000,1257000000,1078000000,0,1078000000,0,1078000000,217000000,861000000,-46000000,0,815000000,0,815000000,0.71,0.7,1154000000,1158000000,AXP,USD,0000004962,2008-10-31,2008-10-31 06:04:52,2008,Q3,815000000,179000000,162000000,49000000,-2037000000,0,0,0,0,1656000000,775000000,-235000000,-253000000,-2923000000,970000000,5860000000,3419000000,-1814000000,1337000000,-3151000000,20000000,20000000,20000000,0,0,-209000000,-209000000,0,-6415000000,-8418000000,31000000,-4193000000,15898000000,20091000000,775000000,-235000000,540000000,0,0
2008-06-30,AXP,USD,0000004962,2008-07-31,2008-07-31 17:20:40,2008,Q2,20091000000,0,20091000000,42666000000,42666000000,0,0,0,0,62757000000,2791000000,0,0,0,65150000000,0,6632000000,74573000000,0,137330000000,0,0,0,0,17519000000,0,0,0,14846000000,32365000000,57035000000,0,0,0,35661000000,92696000000,0,0,125061000000,0,0,232000000,2094000000,10394000000,-451000000,0,12269000000,12269000000,0,137330000000,65150000000,74554000000,54463000000,AXP,USD,0000004962,2008-07-31,2008-07-31 17:20:40,2008,Q2,8358000000,2727000000,5631000000,0,1495000000,1924000000,3419000000,1438000000,4857000000,7584000000,954000000,1857000000,903000000,186000000,960000000,774000000,0,774000000,0,774000000,114000000,660000000,-7000000,0,653000000,0,653000000,0.57,0.56,1154000000,1163000000,AXP,USD,0000004962,2008-07-31,2008-07-31 17:20:40,2008,Q2,653000000,186000000,-460000000,62000000,977000000,0,0,0,0,2045000000,3401000000,-192000000,-22000000,-77000000,-1668000000,-1011000000,-2970000000,122000000,1695000000,-1573000000,68000000,68000000,68000000,0,0,-208000000,-208000000,0,200000000,182000000,-11000000,602000000,20091000000,19489000000,3401000000,-192000000,3209000000,0,0
2008-03-31,AXP,USD,0000004962,2008-05-02,2008-05-02 15:18:27,2008,Q1,19489000000,0,19489000000,41087000000,41087000000,0,0,0,0,60576000000,2740000000,0,0,0,64568000000,0,7404000000,74712000000,0,135288000000,0,0,0,0,18994000000,0,0,0,13995000000,32989000000,55534000000,0,0,0,35254000000,90788000000,0,0,123777000000,0,0,232000000,1654000000,10286000000,-661000000,0,11511000000,11511000000,0,135288000000,64568000000,74528000000,55039000000,AXP,USD,0000004962,2008-05-02,2008-05-02 15:18:27,2008,Q1,8211000000,2182000000,6029000000,0,1470000000,1756000000,3226000000,1342000000,4568000000,6750000000,971000000,1942000000,971000000,173000000,1634000000,1461000000,0,1461000000,0,1461000000,417000000,1044000000,-53000000,0,991000000,0,991000000,0.86,0.85,1153000000,1163000000,AXP,USD,0000004962,2008-05-02,2008-05-02 15:18:27,2008,Q1,991000000,173000000,-65000000,66000000,2163000000,0,0,1529000000,634000000,1256000000,4584000000,-191000000,-4342000000,-6591000000,9679000000,3367000000,1922000000,1102000000,-48000000,1150000000,-127000000,-127000000,92000000,-219000000,0,-210000000,-210000000,0,-2209000000,-2329000000,44000000,4221000000,19489000000,15268000000,4584000000,-191000000,4393000000,0,0
2007-12-31,AXP,USD,0000004962,2008-02-28,2008-02-28 17:21:14,2007,Q4,8878000000,0,8878000000,3071000000,0,3071000000,0,618000000,0,12567000000,2692000000,1508000000,204000000,1712000000,131026000000,2411000000,-665000000,137176000000,0,149743000000,7740000000,7740000000,0,0,17761000000,0,0,0,22594000000,48095000000,55195000000,90000000,1030000000,0,34304000000,90619000000,0,90000000,138714000000,0,0,232000000,1075000000,10164000000,-442000000,0,11029000000,11029000000,0,149743000000,131026000000,73046000000,64168000000,AXP,USD,0000004962,2008-02-28,2008-02-28 17:21:14,2007,Q4,8400000000,1036000000,7364000000,0,3977000000,2717000000,4107000000,2128000000,6235000000,7271000000,1973000000,3009000000,1036000000,166000000,1295000000,1129000000,0,1129000000,0,1129000000,290000000,839000000,-8000000,0,831000000,0,831000000,0.72,0.71,1153000000,1163000000,AXP,USD,0000004962,2008-02-28,2008-02-28 17:21:14,2007,Q4,867000000,166000000,-149000000,0,-2606000000,0,0,0,0,1015000000,-743000000,-300000000,124000000,-3620000000,5210000000,-6265000000,-4851000000,3445000000,345000000,3100000000,-655000000,-655000000,0,-4093,0,-176000000,-176000000,0,6536000000,9150000000,88000000,3644000000,15268000000,11624000000,-743000000,-300000000,-1043000000,0,0
2007-09-30,AXP,USD,0000004962,2007-11-09,2007-11-09 17:12:06,2007,Q3,8410000000,0,8410000000,40230000000,40230000000,0,0,0,0,48640000000,2589000000,0,0,0,67906000000,0,21792000000,92287000000,0,140927000000,0,0,0,0,15442000000,0,0,0,9036000000,24478000000,54060000000,0,0,0,51491000000,105551000000,0,0,130029000000,0,0,234000000,1126000000,10099000000,-561000000,0,10898000000,10898000000,0,140927000000,67906000000,69502000000,61092000000,AXP,USD,0000004962,2007-11-09,2007-11-09 17:12:06,2007,Q3,7953000000,1008000000,6945000000,0,1366000000,1810000000,3176000000,2352000000,5528000000,6536000000,882000000,1890000000,1008000000,143000000,1560000000,1417000000,0,1417000000,0,1417000000,343000000,1074000000,-7000000,0,1067000000,0,1067000000,0.91,0.9,1170000000,1192000000,AXP,USD,0000004962,2007-11-09,2007-11-09 17:12:06,2007,Q3,1067000000,143000000,-286000000,0,1400000000,0,0,0,0,1516000000,3840000000,-230000000,-143000000,254000000,874000000,-3791000000,-3036000000,3387000000,3905000000,-518000000,-735000000,-735000000,0,0,0,-177000000,-177000000,0,630000000,3105000000,54000000,4253000000,11624000000,7371000000,3840000000,-230000000,3610000000,0,0
2007-06-30,AXP,USD,0000004962,2007-08-07,2007-08-07 10:48:12,2007,Q2,7371000000,0,7371000000,39501000000,39501000000,0,0,0,0,46872000000,2575000000,0,0,0,78392000000,0,6533000000,87500000000,0,134372000000,0,0,0,0,15802000000,0,0,0,22625000000,38427000000,49873000000,0,0,0,35437000000,85310000000,0,0,123737000000,0,0,236000000,1024000000,9998000000,-623000000,0,10635000000,10635000000,0,134372000000,78392000000,65675000000,58304000000,AXP,USD,0000004962,2007-08-07,2007-08-07 10:48:12,2007,Q2,8199000000,1069000000,7130000000,0,1331000000,1828000000,3159000000,2531000000,5690000000,6759000000,1003000000,2072000000,1069000000,183000000,1623000000,1440000000,0,1440000000,0,1440000000,378000000,1062000000,-5000000,0,1057000000,0,1057000000,0.9,0.88,1179000000,1203000000,AXP,USD,0000004962,2007-08-07,2007-08-07 10:48:12,2007,Q2,1057000000,175000000,-74000000,0,761000000,0,0,0,0,1129000000,3048000000,-408000000,16000000,-2677000000,2373000000,-8839000000,-9535000000,7106000000,5375000000,1731000000,-643000000,-643000000,0,0,0,-179000000,-179000000,0,-446000000,5871000000,8000000,-608000000,7371000000,7979000000,3048000000,-408000000,2640000000,0,0
2007-03-31,AXP,USD,0000004962,2007-05-09,2007-05-09 17:01:17,2007,Q1,7979000000,0,7979000000,37513000000,37513000000,0,0,0,0,45492000000,2502000000,0,0,0,72239000000,0,6128000000,80869000000,0,126361000000,0,0,0,0,15029000000,0,0,0,22523000000,37552000000,43729000000,0,0,0,34585000000,78314000000,0,0,115866000000,0,0,238000000,959000000,9798000000,-500000000,0,10495000000,10495000000,0,126361000000,72239000000,58758000000,50779000000,AXP,USD,0000004962,2007-05-09,2007-05-09 17:01:17,2007,Q1,7327000000,1702000000,5625000000,0,1819000000,1462000000,3281000000,733000000,4014000000,5716000000,828000000,1671000000,843000000,156000000,1767000000,1611000000,0,1611000000,0,1611000000,516000000,1095000000,-38000000,0,1057000000,0,1057000000,0.89,0.87,1187000000,1210000000,AXP,USD,0000004962,2007-05-09,2007-05-09 17:01:17,2007,Q1,1057000000,164000000,-229000000,60000000,377000000,480000000,0,432000000,-535000000,910000000,2339000000,-204000000,3000000,-4289000000,3544000000,1070000000,328000000,363000000,-662000000,1025000000,-687000000,-687000000,0,-951000000,0,-180000000,-180000000,0,-2156000000,-2660000000,16000000,23000000,7979000000,7956000000,2339000000,-204000000,2135000000,0,0
2006-12-31,AXP,USD,0000004962,2007-03-01,2007-03-01 15:46:48,2006,Q4,5306000000,0,5306000000,2279000000,2279000000,0,0,662000000,0,8247000000,2350000000,1469000000,156000000,1625000000,114376000000,1640000000,91000000,120082000000,0,128329000000,8676000000,8676000000,0,0,15236000000,0,0,0,19225000000,43137000000,42655000000,92000000,987000000,0,30947000000,74681000000,0,92000000,117818000000,0,0,240000000,1153000000,9638000000,-520000000,0,10511000000,10511000000,0,128329000000,114376000000,57983000000,52677000000,AXP,USD,0000004962,2007-03-01,2007-03-01 15:46:48,2006,Q4,8850000000,1980000000,6870000000,0,-971000000,1734000000,763000000,4884000000,5647000000,7627000000,1886000000,3866000000,1980000000,161000000,1384000000,1223000000,0,1223000000,0,1223000000,298000000,925000000,-3000000,0,922000000,0,922000000,0.78,0.76,1187000000,1210000000,AXP,USD,0000004962,2007-03-01,2007-03-01 15:46:48,2006,Q4,944000000,161000000,-414000000,0,590000000,0,0,0,0,997000000,2256000000,-408000000,443000000,-5827000000,6404000000,-7658000000,-7046000000,3035000000,4012000000,-977000000,-657000000,-657000000,0,0,0,-181000000,-181000000,0,2416000000,4613000000,155000000,-22000000,7956000000,7978000000,2256000000,-408000000,1848000000,0,0
2006-09-30,AXP,USD,0000004962,2006-11-09,2006-11-09 16:42:18,2006,Q3,7978000000,0,7978000000,36456000000,36456000000,0,0,0,0,44434000000,2261000000,0,0,0,68719000000,0,5517000000,76497000000,0,120931000000,0,0,0,0,15220000000,0,0,0,21861000000,37081000000,39407000000,0,0,0,33687000000,73094000000,0,0,110175000000,0,0,241000000,1408000000,9140000000,-33000000,0,10756000000,10756000000,0,120931000000,68719000000,54627000000,46649000000,AXP,USD,0000004962,2006-11-09,2006-11-09 16:42:18,2006,Q3,6992000000,1514000000,5478000000,0,1227000000,1586000000,2813000000,1354000000,4167000000,5681000000,777000000,1504000000,727000000,136000000,1447000000,1311000000,0,1311000000,0,1311000000,377000000,934000000,33000000,0,967000000,0,967000000,0.8,0.79,1202000000,1227000000,AXP,USD,0000004962,2006-11-09,2006-11-09 16:42:18,2006,Q3,967000000,164000000,-301000000,0,604000000,0,0,0,0,858000000,2292000000,-189000000,94000000,-4244000000,4490000000,-3112000000,-2961000000,3379000000,5446000000,-2067000000,-604000000,-604000000,0,0,0,-181000000,-181000000,0,-773000000,1821000000,28000000,1180000000,7978000000,6798000000,2292000000,-189000000,2103000000,0,0
2006-06-30,AXP,USD,0000004962,2006-08-07,2006-08-04 20:26:44,2006,Q2,6798000000,0,6798000000,35795000000,35795000000,0,0,0,0,42593000000,2215000000,0,0,0,66724000000,0,5749000000,74688000000,0,117281000000,0,0,0,0,15035000000,0,0,0,22056000000,37091000000,36173000000,0,0,0,33542000000,69715000000,0,0,106806000000,0,0,243000000,1349000000,8981000000,-98000000,0,10475000000,10475000000,0,117281000000,66724000000,51208000000,44410000000,AXP,USD,0000004962,2006-08-07,2006-08-04 20:26:44,2006,Q2,6885000000,743000000,6142000000,0,1276000000,1671000000,2947000000,1753000000,4700000000,5443000000,805000000,1548000000,743000000,159000000,1601000000,1442000000,0,1442000000,0,1442000000,470000000,972000000,-27000000,0,945000000,0,945000000,0.78,0.76,1217000000,1242000000,AXP,USD,0000004962,2006-08-07,2006-08-04 20:26:44,2006,Q2,945000000,159000000,-81000000,0,609000000,0,0,0,0,820000000,2452000000,-141000000,274000000,-4135000000,3766000000,-6306000000,-6542000000,5177000000,2926000000,2251000000,-1005000000,-1005000000,0,0,0,-150000000,-150000000,0,1486000000,5508000000,-13000000,1405000000,6798000000,5393000000,2452000000,-141000000,2311000000,0,0
2006-03-31,AXP,USD,0000004962,2006-05-08,2006-05-05 19:37:35,2006,Q1,5393000000,0,5393000000,34175000000,34175000000,0,0,0,0,39568000000,2220000000,0,0,0,62774000000,0,5503000000,70497000000,0,110065000000,0,0,0,0,15177000000,0,0,0,20068000000,35245000000,30932000000,0,0,0,33283000000,64215000000,0,0,99460000000,0,0,247000000,1629000000,8899000000,-170000000,0,10605000000,10605000000,0,110065000000,62774000000,46109000000,40716000000,AXP,USD,0000004962,2006-05-08,2006-05-05 19:37:35,2006,Q1,6720000000,1335000000,5385000000,0,1240000000,1522000000,2762000000,1298000000,4060000000,5395000000,725000000,1392000000,667000000,161000000,1486000000,1325000000,0,1325000000,0,1325000000,449000000,876000000,-3000000,0,873000000,0,873000000,0.71,0.69,1232000000,1258000000,AXP,USD,0000004962,2006-05-08,2006-05-05 19:37:35,2006,Q1,873000000,161000000,272000000,0,-40000000,0,0,0,0,739000000,2005000000,-123000000,182000000,-4251000000,4528000000,996000000,1332000000,39000000,2290000000,-2251000000,-624000000,-624000000,0,0,0,-149000000,-149000000,0,-4430000000,-5164000000,94000000,-1733000000,5393000000,7126000000,2005000000,-123000000,1882000000,0,0
2005-12-31,AXP,USD,0000004962,2006-03-06,2006-03-06 16:03:02,2005,Q4,7126000000,231000000,7357000000,2281000000,2281000000,0,0,0,0,9638000000,2230000000,0,0,0,97159000000,0,4933000000,104322000000,0,113960000000,7503000000,7503000000,0,0,15633000000,0,0,0,31754000000,54890000000,30688000000,93000000,0,0,17740000000,48521000000,0,93000000,103411000000,0,0,248000000,1788000000,8652000000,-139000000,0,10549000000,10549000000,0,113960000000,97390000000,46414000000,39288000000,AXP,USD,0000004962,2006-03-06,2006-03-06 16:03:02,2005,Q4,6437000000,249000000,6188000000,0,1990000000,1581000000,3571000000,1658000000,5229000000,5478000000,30000000,279000000,249000000,159000000,1118000000,959000000,0,959000000,0,959000000,208000000,751000000,-6000000,0,745000000,0,745000000,0.6,0.59,1232000000,1258000000,AXP,USD,0000004962,2006-03-06,2006-03-06 16:03:02,2005,Q4,745000000,159000000,-29000000,0,-260000000,0,0,0,0,-220000000,395000000,-202000000,40000000,-5005000000,5046000000,-9837000000,-9958000000,2129000000,2885000000,-756000000,63000000,63000000,1853,0,0,-100000000,-100000000,0,4845000000,6937000000,30000000,-497000000,7126000000,7623000000,395000000,-202000000,193000000,0,0
