operating_cash_flow,capital_expenditures,free_cash_flow,net_income,revenue,working_capital_change,dividend_payout,share_buybacks,year_x,fcf_to_net_income,fcf_margin,total_capital_return,cash_conversion_cycle,fcf_margin_trend_1yr,fcf_trend_4q,fcf_margin_velocity_qoq,fcf_velocity_qoq,ocf_velocity_qoq,fcf_margin_acceleration,symbol,date,cost_of_revenue,inventory,current_assets,current_liabilities,ocf_to_revenue,ocf_to_revenue_yoy,fcf_to_revenue,capex_intensity,capex_intensity_trend,dio,working_capital_to_revenue,company,year_y,label,label_name
686000000,-226000000,460000000,210000000,15806000000,243000000,0,-2000000,2009,2.1904761904761907,2.910287232696444,-2000000,15.10249272428193,-0.33674652862259125,1.0,-0.4442220589974344,-18.58407079646017,-20.32520325203252,-6.323891460480883,COST,2009-05-10,13776000000,5277000000,10087000000,9259000000,4.340124003542958,-20.747670766984672,2.910287232696444,1.429836770846514,-0.7994656784488483,139.81598432055748,0.052385170188536,Costco Wholesale Corporation,2009,1,HOLD
584000000,-353000000,231000000,374000000,22378000000,-133000000,0,0,2009,0.6176470588235294,1.0322638305478595,0,12.869112521226214,1.1901823519674664,1.0,-1.8780234021485847,-49.78260869565217,-14.868804664723035,-1.4338013431511503,COST,2009-08-31,19512000000,5405000000,10337000000,9281000000,2.6097059612119047,45.97932208586113,1.0322638305478595,1.577442130664045,-0.3681994216084834,101.10829233292333,0.04718920368218786,Costco Wholesale Corporation,2009,1,HOLD
751000000,-313000000,438000000,266000000,17299000000,263000000,0,0,2009,1.6466165413533835,2.5319382623273023,0,15.930111567142632,5.057098372116872,0.0,1.4996744317794428,89.6103896103896,28.595890410958912,3.3776978339280275,COST,2009-11-22,15081000000,6223000000,11627000000,10285000000,4.341291404127406,-1925.0121171966366,2.5319382623273023,1.8093531418001039,-0.4779295663426226,150.6130230090843,0.07757673853979999,Costco Wholesale Corporation,2009,1,HOLD
609000000,-193000000,416000000,299000000,18742000000,90000000,0,-6000000,2010,1.391304347826087,2.219613701846121,-6000000,13.983032760644548,-1.1348955898477575,0.0,-0.3123245604811813,-5.022831050228316,-18.908122503328894,-1.811998992260624,COST,2010-02-14,16396000000,5365000000,11501000000,9865000000,3.249386404866076,-36.43505781979173,2.219613701846121,1.0297727030199553,-0.7276339347524132,119.43309343742375,0.08729057731298688,Costco Wholesale Corporation,2010,1,HOLD
809000000,-138000000,671000000,306000000,17780000000,286000000,0,-110000000,2010,2.19281045751634,3.7739032620922384,-110000000,7.98565804274466,0.8636160293957942,1.0,1.5542895602461173,61.29807692307692,32.840722495894916,1.8666141207272986,COST,2010-05-09,15494000000,5546000000,12057000000,10189000000,4.550056242969629,4.837010169647171,3.7739032620922384,0.7761529808773904,-0.6536837899691237,130.64992900477606,0.10506186726659168,Costco Wholesale Corporation,2010,1,HOLD
611000000,-411000000,200000000,432000000,24125000000,-124000000,0,-435000000,2010,0.46296296296296297,0.8290155440414507,-435000000,8.69948186528498,-0.2032482865064088,0.0,-2.9448877180507878,-70.19374068554396,-24.474660074165634,-4.499177278296905,COST,2010-08-31,21024000000,5638000000,11708000000,10063000000,2.532642487046632,-2.952956206969992,0.8290155440414507,1.7036269430051814,0.12618481234113643,97.88194444444444,0.06818652849740933,Costco Wholesale Corporation,2010,1,HOLD
720000000,-306000000,414000000,312000000,19239000000,157000000,0,-145000000,2010,1.3269230769230769,2.151878995789802,-145000000,11.990228182337944,-0.3800592665375002,0.0,1.3228634517483515,106.99999999999999,17.839607201309327,4.267751169799139,COST,2010-11-21,16757000000,6852000000,13558000000,11502000000,3.742398253547482,-13.795276447246485,2.151878995789802,1.5905192577576797,-0.2188338840424242,149.24986572775558,0.1068662612401892,Costco Wholesale Corporation,2010,1,HOLD
726000000,-234000000,492000000,348000000,20875000000,118000000,0,-94000000,2011,1.4137931034482758,2.35688622754491,-94000000,22.258443113772444,0.13727252569878878,0.0,0.2050072317551077,18.840579710144922,0.8333333333333304,-1.1178562199932438,COST,2011-02-13,18235000000,6127000000,13138000000,10746000000,3.4778443113772455,7.0308014512846295,2.35688622754491,1.1209580838323354,0.09118538081238015,122.64080065807514,0.1145868263473054,Costco Wholesale Corporation,2011,1,HOLD
811000000,-278000000,533000000,324000000,20623000000,255000000,0,-108000000,2011,1.6450617283950617,2.584493041749503,-108000000,9.628085147650708,-1.1894102203427352,1.0,0.22760681420459328,8.333333333333325,11.707988980716255,0.022599582449485567,COST,2011-05-08,18067000000,6396000000,14069000000,12494000000,3.932502545701402,-13.572440960975374,2.584493041749503,1.3480095039518982,0.5718565230745078,129.21569712735928,0.07637104204044029,Costco Wholesale Corporation,2011,1,HOLD
941000000,-472000000,469000000,478000000,28178000000,2000000,0,-277000000,2011,0.9811715481171548,1.6644190503229468,-277000000,13.717616580310889,0.8354035062814961,1.0,-0.9200739914265563,-12.007504690431524,16.029593094944516,-1.1476808056311496,COST,2011-08-31,24680000000,6638000000,13706000000,12050000000,3.339484704379303,31.857722574714707,1.6644190503229468,1.6750656540563562,-0.028561288948825148,98.17139384116693,0.058769252608417914,Costco Wholesale Corporation,2011,1,HOLD
