total_debt,total_equity,total_assets,cash,interest_expense,operating_income,ebitda,current_assets,current_liabilities,inventory,year_x,debt_to_equity,debt_to_assets,interest_coverage,net_debt,net_debt_to_ebitda,current_ratio,quick_ratio,debt_to_equity_trend_1yr,net_debt_to_ebitda_trend_1yr,current_ratio_trend_1yr,is_deleveraging,debt_to_equity_yoy,net_debt_to_ebitda_yoy,interest_coverage_yoy,current_ratio_yoy,debt_to_equity_velocity_qoq,net_debt_velocity_qoq,interest_expense_velocity_qoq,debt_to_equity_trend_2yr,net_debt_to_ebitda_trend_2yr,debt_to_equity_cagr_3yr,debt_to_equity_acceleration_qoq,leverage_momentum_3q,is_leverage_increasing,is_liquidity_deteriorating,debt_growth_faster_than_equity,symbol,date,net_income,revenue,free_cash_flow,roa,roic,roa_yoy,roa_trend_2yr,roic_yoy,asset_turnover,asset_turnover_yoy,equity_multiplier,fcf_to_debt,ebitda_to_interest,company,year_y,label,label_name
25841000000,9297000000,120986000000,3501000000,250000000,800000000,872000000,24047000000,27327000000,0,1998,2.7794987630418415,0.21358669598135321,3.2,22340000000,25.619266055045873,0.8799721886778644,0.8799721886778644,-0.11510685799170339,-3.8466885510956494,0.20686267950183979,1,-3.976598993496161,-13.054688376849299,8.49002849002849,30.732395944764935,-0.009997258178317647,391000000.0,24000000.0,-0.36116748460115033,-6.66137910624445,-4.306843123806048,0.17136529590964944,2.846617786523376,0,0,0,AXP,1998-06-30,578000000,4761000000,2134000000,0.47774122625758353,1.7075530764414593,4.668509007399457,0.05785028642646883,11.456351424477095,0.039351660522705105,1.3843651825016678,13.013445197375498,0.08258194342324214,3.488,American Express Company,1998,1,HOLD
28371000000,9403000000,120914000000,6594000000,256000000,799000000,626000000,27435000000,31079000000,0,1998,3.017228544081676,0.23463784177183783,3.12109375,21777000000,34.787539936102235,0.8827504102448599,0.8827504102448599,0.10090917579915804,6.50311265167495,-0.006819272772671581,0,3.4601551838468803,22.99184843405122,4.760946204735372,-0.7665810675493989,0.23772978103983444,-563000000.0,6000000.0,-0.03190405327365564,9.538163377498744,-1.431791482804401,0.2477270392181521,2.8620744427812252,1,0,1,AXP,1998-09-30,574000000,4787000000,743000000,0.47471756785814706,1.5864086408640863,6.577717782381942,0.04534390965082896,5.197894441254691,0.039590121904824915,3.4991360250536063,12.859087525257896,0.02618871382749991,2.4453125,American Express Company,1998,1,HOLD
29624000000,10198000000,126933000000,4092000000,267000000,713000000,665000000,26316000000,33003000000,0,1998,2.90488331045303,0.23338296581661191,2.6704119850187267,25532000000,38.393984962406016,0.7973820561767112,0.7973820561767112,-0.06597526485509642,2.5535122888461927,-0.06731441880163225,0,-2.220747409635737,7.124661307075808,-3.245942571785254,-7.784745370139056,-0.11234523362864612,3755000000.0,11000000.0,-0.021242393111698288,13.832794223707008,-1.8111476961294115,-0.35007501466848057,2.9005368725255156,0,1,0,AXP,1998-12-31,530000000,5063000000,-669000000,0.4175431132959908,1.3428506855507008,1.6357529915999702,-0.12986178201512688,-1.3504260626454379,0.039887184577690596,2.408682303735654,12.446852323985095,-0.02258304077774777,2.4906367041198503,American Express Company,1998,1,HOLD
29918000000,9785000000,128297000000,5438000000,234000000,791000000,857000000,27443000000,32240000000,0,1999,3.0575370464997444,0.2331932936857448,3.3803418803418803,24480000000,28.564760793465577,0.8512096774193548,0.8512096774193548,0.2680410252795853,-11.270084941561645,-0.02541812527122811,0,9.608940942756416,-28.29202607317175,24.42300732203013,-2.8995344652786192,0.15265373604671462,-1052000000.0,-33000000.0,0.23541822044391036,0.6560414474165306,-2.1709629819844256,0.26499896967536074,2.9932163003448164,1,0,1,AXP,1999-03-31,575000000,4971000000,1350000000,0.44817883504680545,1.4942195803843539,17.211431288338773,0.02821676113718058,15.890437639538725,0.038746034591611654,3.1025038592049636,13.111599386816556,0.04512333712146534,3.6623931623931623,American Express Company,1999,1,HOLD
31790000000,9762000000,132452000000,6096000000,255000000,895000000,973000000,29040000000,33847000000,0,1999,3.2565048145871747,0.24001147585540422,3.5098039215686274,25694000000,26.40698869475848,0.8579785505362366,0.8579785505362366,0.47700605154533315,0.7877226397126051,-0.021993638141627803,0,17.16158531487544,3.0747275820474096,9.681372549019596,-2.4993560506352708,0.19896776808743022,1214000000.0,21000000.0,0.36189919355362976,-3.0589659113830443,1.2146348031189635,0.0463140320407156,3.072975057179983,1,0,1,AXP,1999-06-30,646000000,5298000000,2749000000,0.487723854679431,1.6154457065845205,2.0895472011170257,0.03129122676857582,-5.394114603388522,0.0399993960076103,1.6460181763650494,13.568121286621594,0.08647373387857817,3.815686274509804,American Express Company,1999,1,HOLD
31403000000,9744000000,132616000000,5102000000,262000000,907000000,920000000,29505000000,34807000000,0,1999,3.222803776683087,0.236796464981601,3.4618320610687023,26301000000,28.588043478260868,0.847674318384233,0.847674318384233,0.20557523260141108,-6.1994964578413665,-0.03507609186062688,1,6.813379550072507,-17.82102577310325,10.917272544879575,-3.9735004881954583,-0.03370103790408763,607000000.0,7000000.0,0.3064844084005691,0.30361619383358374,1.8636383859259809,-0.23266880599151785,3.178948545923335,0,1,1,AXP,1999-09-30,648000000,5311000000,1498000000,0.48862882306810645,1.6532189467032836,2.930427722050566,0.043209670044526416,4.211418427650959,0.040047958014115946,1.1564402615169334,13.610016420361248,0.04770244881062319,3.5114503816793894,American Express Company,1999,1,HOLD
37122000000,10095000000,148517000000,7471000000,301000000,845000000,701000000,33938000000,42824000000,0,1999,3.677265973254086,0.24995118403953756,2.8073089700996676,29651000000,42.2981455064194,0.7924995329721651,0.7924995329721651,0.7723826628010562,3.9041605440133864,-0.004882523204546074,0,26.58911151514034,10.168677588002906,5.126436888725272,-0.6123191720612375,0.45446219657099896,3350000000.0,39000000.0,0.7064073979459597,6.457672832859579,7.913891674692652,0.4881632344750866,3.3855248548414494,1,1,1,AXP,1999-12-31,606000000,5698000000,969000000,0.40803409710672855,1.3422072558612366,-2.277373494248347,-0.002788965650035835,-0.04791520728161247,0.038365978305513845,-3.8137719878769794,14.711936602278355,0.026103119443995473,2.3289036544850497,American Express Company,1999,1,HOLD
35012000000,10253000000,150662000000,7425000000,299000000,920000000,987000000,33627000000,41278000000,0,2000,3.414805422803082,0.23238772882345912,3.076923076923077,27587000000,27.95035460992908,0.8146470274722613,0.8146470274722613,0.35726837630333774,-0.6144061835364987,-0.03656264994709357,1,11.684842108858074,-2.1509236082139727,-8.975979772439945,-4.295375266167312,-0.2624605504510038,-2064000000.0,-2000000.0,0.625309401582923,-11.884491125098144,6.560656844614732,-0.7169227470220028,3.4382917242467514,0,0,1,AXP,2000-03-31,656000000,5657000000,2535000000,0.4354117162920976,1.5243565668839059,-2.8486661476047948,0.053043861791378544,2.0169048040315385,0.03754762315646945,-3.092991186772065,14.694430898273676,0.07240374728664457,3.301003344481605,American Express Company,2000,1,HOLD
31506000000,10509000000,148553000000,6841000000,345000000,1046000000,1286000000,33836000000,39703000000,0,2000,2.998001712817585,0.21208592219611855,3.0318840579710145,24665000000,19.1796267496112,0.8522277913507795,0.8522277913507795,-0.2585031017695898,-7.22736194514728,-0.005750759185457088,1,-7.938053725935001,-27.3691257594314,-13.616711197473885,-0.6702684096080103,-0.4168037099854973,-2922000000.0,46000000.0,0.21850294977574336,-6.4396393054346746,1.17677336224018,-0.1543431595344935,3.363357702958251,0,0,0,AXP,2000-06-30,740000000,5970000000,3177000000,0.4981387114363224,1.8671902891824348,2.135400320686953,0.02039748517873885,15.583599100347922,0.04018767712533574,0.47070990194355566,14.13578837187173,0.10083793563130833,3.727536231884058,American Express Company,2000,1,HOLD
36123000000,11213000000,153626000000,8959000000,352000000,1029000000,1045000000,37708000000,44150000000,0,2000,3.2215285828948543,0.2351359795867887,2.9232954545454546,27164000000,25.994258373205742,0.854088335220838,0.854088335220838,-0.0012751937882327091,-2.593785105055126,0.00641401683660503,0,-0.03956783833563016,-9.072971737389135,-15.556404730881024,0.7566605118851433,0.22352687007726946,2499000000.0,7000000.0,0.20430003881317838,-8.793281562896492,3.3734400538093734,0.6403305800627668,3.211445239505174,1,0,0,AXP,2000-09-30,737000000,5981000000,-140000000,0.47973650293570097,1.6303658948791617,-1.8198517387022939,0.00501893507755391,-1.3823366753504485,0.03893221199536537,-2.7860247415294026,13.700704539373941,-0.0038756470946488385,2.96875,American Express Company,2000,1,HOLD
41241000000,11684000000,154423000000,8487000000,357000000,913000000,983000000,39030000000,49900000000,0,2000,3.5296987333105103,0.26706513926034336,2.557422969187675,32754000000,33.32044760935911,0.7821643286573147,0.7821643286573147,-0.14756723994357568,-8.977697897060295,-0.010335204314850466,0,-4.01296074357631,-21.224802623315465,-8.901264647870988,-1.3041274959607385,0.308170150415656,5590000000.0,5000000.0,0.6248154228574805,-5.073537353046909,5.913638296785173,0.08464328033838653,3.2497430096743165,1,1,0,AXP,2000-12-31,677000000,6066000000,-138000000,0.4384061959682171,1.2938119981105338,7.443519812890598,0.020863082672226307,-3.6056471561576875,0.0392817132162955,2.386841027458031,13.216621020198563,-0.003346184622099367,2.753501400560224,American Express Company,2000,1,HOLD
36581000000,11964000000,146218000000,8064000000,361000000,741000000,942000000,35630000000,44518000000,0,2001,3.0575894349715815,0.25018123623630467,2.0526315789473686,28517000000,30.272823779193207,0.8003504200548093,0.8003504200548093,-0.35721598783150066,2.322469169264128,-0.014296607417451979,1,-10.460800649024272,8.309265487598116,-33.28947368421053,-1.7549450173300674,-0.4721092983389288,-4237000000.0,4000000.0,5.238847183708373e-05,1.7080629857276293,3.1061271435221416,-0.7802794487545848,3.269605583725648,0,0,0,AXP,2001-03-31,538000000,5719000000,1570000000,0.36794375521481626,1.1448140900195696,-15.495210292416706,-0.08023507983198919,-24.898536543861137,0.03911283152553037,4.168595073350834,12.221497826813774,0.04291845493562232,2.6094182825484764,American Express Company,2001,1,HOLD
