total_debt,total_equity,total_assets,cash,interest_expense,operating_income,ebitda,current_assets,current_liabilities,inventory,year,debt_to_equity,debt_to_assets,interest_coverage,net_debt,net_debt_to_ebitda,current_ratio,quick_ratio,debt_to_equity_trend_1yr,net_debt_to_ebitda_trend_1yr,current_ratio_trend_1yr,is_deleveraging,debt_to_equity_yoy,net_debt_to_ebitda_yoy,interest_coverage_yoy,current_ratio_yoy,debt_to_equity_velocity_qoq,net_debt_velocity_qoq,interest_expense_velocity_qoq,debt_to_equity_trend_2yr,net_debt_to_ebitda_trend_2yr,debt_to_equity_cagr_3yr,debt_to_equity_acceleration_qoq,leverage_momentum_3q,is_leverage_increasing,is_liquidity_deteriorating,debt_growth_faster_than_equity,symbol,date,company,operating_cash_flow,free_cash_flow,net_income,revenue,capital_expenditures,gross_profit,eps,cost_of_revenue,gross_margin,net_margin,operating_margin,eps_to_revenue,cost_efficiency,roa,roic,roa_yoy,roa_trend_2yr,roic_yoy,asset_turnover,asset_turnover_yoy,equity_multiplier,fcf_to_debt,ebitda_to_interest,year_x,year_y
10077000000,11556000000,27401000000,79000000,115000000,493000000,644000000,1084000000,3461000000,0,2025,0.8720145379023884,0.3677603007189519,4.28695652173913,9998000000,15.524844720496894,0.3132042762207454,0.3132042762207454,-0.11573755713398703,19.422969030905133,-0.05693620074756556,1,-11.717267694554955,-498.2644852819233,-118.32411612187701,-15.382322196672394,-0.028064904237253274,-107000000.0,-1000000.0,4.219750452178227,0.9969412514169544,,0.005319799181435436,0.9018527085334535,0,1,0,SIRI,2025-09-30,Sirius XM,430000000,255000000,297000000,2159000000,-175000000,1061000000,0.88,1098000000,49.14312181565539,13.756368689207967,22.83464566929134,0.40759610930986573,50.8568781843446,1.0839020473705339,1.709194286506726,-112.12902278822654,-1.226296392751887,-116.95643280443417,0.07879274479033611,-0.25513564841974645,2.371149186569747,0.0253051503423638,5.6,2025,2025
10197000000,11329000000,27326000000,92000000,116000000,365000000,511000000,1045000000,2570000000,0,2025,0.9000794421396416,0.37316109200029274,3.146551724137931,10105000000,19.77495107632094,0.4066147859922179,0.4066147859922179,5.343998041287772,6.9611579728726625,-0.02340866983264528,1,-120.25418382578341,54.325506246853394,-31.85811552822314,-5.443579766536965,-0.03338470341868871,-234000000.0,-1000000.0,4.042477384923313,4.313901791742243,,-0.025635195373984954,0.9249190804336687,0,1,1,SIRI,2025-06-30,Sirius XM,546000000,401000000,205000000,2138000000,-145000000,1000000000,0.61,1138000000,46.77268475210477,9.588400374181479,17.07202993451824,0.2853133769878391,53.22731524789523,0.7502012735124057,1.2717179225123105,-72.39802222290704,-2.325805870762252,-73.8024307937096,0.07824050354973286,-59.820016886879614,2.412039897607909,0.03932529175247622,4.405172413793103,2025,2025
10466000000,11212000000,27426000000,127000000,117000000,387000000,541000000,1045000000,2479000000,0,2025,0.9334641455583303,0.3816086924815868,3.3076923076923075,10339000000,19.11090573012939,0.42154094392900365,0.42154094392900365,4.974392415600525,3.3724951341028984,0.07244767968029897,0,-123.10024041947626,21.428435314518723,-15.892420537897312,20.753101563336095,-0.007749508044703757,78000000.0,0.0,3.962307348994967,1.6100144645322416,,0.038788933388637536,0.9541432980659134,0,0,1,SIRI,2025-03-31,Sirius XM,242000000,53000000,204000000,2068000000,-189000000,964000000,0.6,1104000000,46.61508704061896,9.864603481624759,18.713733075435204,0.2901353965183752,53.38491295938105,0.7438197330999781,1.3389150290617216,-58.2339613182957,-1.5808335643159654,-68.54258968395166,0.07540290235542915,-61.02904574840123,2.4461291473421336,0.00506401681635773,4.6239316239316235,2025,2025
10423000000,11074000000,27521000000,162000000,117000000,505000000,645000000,1149000000,2731000000,0,2024,0.9412136536030341,0.37872897060426586,4.316239316239316,10261000000,15.908527131782945,0.420725009154156,0.420725009154156,-0.19911981205794238,-4.242824219568407,0.07625525466162247,1,-17.461542439476307,-21.05478757028313,-12.837108953613807,22.136995677301275,-0.04653844143334129,-338000000.0,-7000000.0,3.8722790072288173,1.9982707215265343,,-5.478209135617847,-0.8383176168362403,0,0,0,SIRI,2024-12-31,Sirius XM,679000000,514000000,287000000,2188000000,-165000000,1050000000,0.85,1138000000,47.98903107861061,13.117001828153565,23.080438756855575,0.3884826325411334,52.0109689213894,1.04284001308092,1.7618737498255572,82.2302292625589,-2.5991476141391954,-1.6270050777010603,0.07950292503906108,4.437933346766587,2.485190536391548,0.04931401707761681,5.512820512820513,2024,2024
10726000000,10859000000,27483000000,127000000,124000000,-2901000000,-2719000000,1133000000,3061000000,0,2024,0.9877520950363754,0.39027762616890443,-23.39516129032258,10599000000,-3.8981243104082384,0.370140476968311,0.370140476968311,4.335488009312214,-18.426027779488177,0.04050146493537876,0,-129.50507806856203,-126.8319810818175,-693.7408357771261,12.286611552922789,5.431670694184506,1309000000.0,22000000.0,3.7972100596381457,-20.380209000961983,,5.834661023290442,-2.4990315913846497,1,1,1,SIRI,2024-09-30,Sirius XM,240000000,24000000,-2456000000,2171000000,-216000000,1055000000,-7.24,1116000000,48.5951174573929,-113.12759097190235,-133.6250575771534,-3.3348687240902812,51.40488254260709,-8.936433431575884,-10.079916608756081,-486.82535995056463,-11.391945907965187,-272.88584244108915,0.07899428737765164,-64.76736517621164,2.530896030942076,0.002237553608055193,-21.927419354838708,2024,2024
9390000000,-2113000000,11185000000,100000000,102000000,471000000,725000000,1100000000,2558000000,0,2024,-4.44391859914813,0.8395172105498435,4.617647058823529,9290000000,12.813793103448276,0.4300234558248632,0.4300234558248632,-1.3015206563644592,-2.6472561811304196,0.10884880358375038,1,41.41807244220368,-17.12209910468929,3.1499447378116052,33.89084500418023,-0.40299032910593624,-216000000.0,-2000000.0,-1.5805489428195467,-3.101301236174365,2.852856556407257,4.778271406597234,-2.4481711345097827,0,0,1,SIRI,2024-06-30,Sirius XM,489000000,316000000,304000000,2178000000,-173000000,1063000000,0.77,1115000000,48.80624426078972,13.957759412304869,21.62534435261708,0.35353535353535354,51.19375573921029,2.717925793473402,4.854335577848015,-11.641109204435674,-0.1253069231770363,-9.939744950989526,0.194725078229772,-12.780473848904794,-5.293421675343114,0.033652822151224705,7.107843137254902,2024,2024
9577000000,-2370000000,11174000000,71000000,104000000,409000000,604000000,1078000000,3088000000,0,2024,-4.040928270042194,0.8570789332378737,3.9326923076923075,9506000000,15.73841059602649,0.3490932642487047,0.3490932642487047,-1.012085066605557,-1.7624806695706567,-0.0014074510588775735,1,33.41490458988461,-10.070805211134026,2.1354555638536166,-0.4015544041450658,-5.1812617357031705,-1678000000.0,0.0,-1.1895204083193058,0.3332512637047902,4.066595712159793,-9.669331115639984,-2.0827769062190185,0,0,1,SIRI,2024-03-31,Sirius XM,264000000,90000000,199000000,2162000000,-174000000,1035000000,0.59,1127000000,47.87234042553192,9.204440333024976,18.917668825161886,0.272895467160037,52.12765957446809,1.7809199928405226,4.256278618010268,-23.38986657407487,-1.2595208218795406,-8.923902193256028,0.1934848756040809,-9.547625551319827,-4.714767932489451,0.009397514879398558,5.8076923076923075,2024,2024
11490000000,10076000000,30056000000,306000000,104000000,515000000,555000000,1361000000,3951000000,0,2023,1.1403334656609765,0.3822863987223849,4.951923076923077,11184000000,20.15135135135135,0.34446975449253353,0.34446975449253353,4.07139881928676,6.241094941094941,-0.0037355457422870164,0,-138.90508494634426,44.86685764105118,-4.8384889132220055,-1.072799793618262,4.488069379936815,1552000000.0,-30000000.0,4.661476322803834,5.432652164359482,,4.6934073514289825,-1.7832667971328444,1,0,1,SIRI,2023-12-31,Sirius XM,571000000,441000000,172000000,2288000000,-130000000,970000000,0.45,1318000000,42.39510489510489,7.517482517482517,22.508741258741257,0.1966783216783217,57.60489510489511,0.5722651051370774,1.7910136325697859,-84.28701127757864,-2.532659948396113,-72.50379782595711,0.07612456747404844,-66.58254861038486,2.982929734021437,0.03838120104438642,5.336538461538462,2023,2023
9685000000,-2893000000,10129000000,53000000,134000000,528000000,663000000,1041000000,3158000000,0,2023,-3.3477359142758383,0.956165465495113,3.9402985074626864,9632000000,14.52790346907994,0.3296390120329322,0.3296390120329322,-0.5382779496740682,-1.9541812214738048,-0.045497302034679554,1,19.159494694570633,-11.856395948467558,-9.719070599891344,-12.128205222616618,-0.20533797149216726,-93000000.0,27000000.0,0.2706593890509721,1.5178748157848112,,-0.09178323214513329,-3.1729923534987154,0,0,1,SIRI,2023-09-30,Sirius XM,500000000,312000000,234000000,2271000000,-188000000,1127000000,0.94,1144000000,49.6257155438133,10.303830911492733,23.249669749009247,0.41391457507705853,50.3742844561867,2.310198440122421,5.830388692579505,-5.91787000327354,-1.0878598123047634,8.917154077223998,0.22420772040675288,-1.0830938784417876,-3.5012098167991703,0.032214765100671144,4.947761194029851,2023,2023
9776000000,-3111000000,10078000000,51000000,107000000,479000000,629000000,1039000000,3235000000,0,2023,-3.142397942783671,0.9700337368525501,4.4766355140186915,9725000000,15.461049284578696,0.3211746522411128,0.3211746522411128,-0.2790282864550875,-0.4540450550439452,-0.07168249061603005,1,9.744752509980081,-2.8529209149175005,-6.135061802833885,-18.246452156807646,-0.11355473934703397,-93000000.0,0.0,0.9418962918087739,4.12523763649939,,-0.01577688953618006,-3.0341021666153636,0,1,1,SIRI,2023-06-30,Sirius XM,451000000,323000000,310000000,2250000000,-128000000,1096000000,0.8,1154000000,48.71111111111111,13.777777777777779,21.288888888888888,0.35555555555555557,51.288888888888884,3.0760071442746577,5.390097524381096,8.186963601714847,-0.7897191301651243,-3.369461316942135,0.2232585830521929,1.7694473122956467,-3.239472838315654,0.03304009819967267,5.878504672897196,2023,2023
